mode,reader,batch_size,sample_index,t_rel_s,frame_index,occupancy
instrument,False,0,150,16.660719,36,0
instrument,False,0,151,16.720455,36,0
instrument,False,0,152,16.780467,37,0
instrument,False,0,153,16.840354,37,0
instrument,False,0,154,16.900632,37,0
instrument,False,0,155,16.960292,38,0
instrument,False,0,156,17.020285,38,0
instrument,False,0,157,17.080232,38,0
instrument,False,0,158,17.140189,39,0
instrument,False,0,159,17.200507,39,0
instrument,False,0,160,17.260099,39,0
instrument,False,0,161,17.320048,40,0
instrument,False,0,162,17.39546,40,0
instrument,False,0,163,17.455001,40,0
instrument,False,0,164,17.515141,41,0
instrument,False,0,165,17.574983,41,0
instrument,False,0,166,17.814817,42,0
instrument,False,0,167,17.874995,43,0
instrument,False,0,168,17.934712,43,0
instrument,False,0,169,17.994687,43,0
instrument,False,0,170,18.055268,44,0
instrument,False,0,171,18.11485,44,0
instrument,False,0,172,18.174638,44,0
instrument,False,0,173,18.234931,45,0
instrument,False,0,174,18.294601,45,0
instrument,False,0,175,18.35449,45,0
instrument,False,0,176,18.429545,46,0
instrument,False,0,177,18.489728,46,0
instrument,False,0,178,18.549775,46,0
instrument,False,0,179,18.609396,47,0
instrument,False,0,180,18.669318,47,0
instrument,False,0,181,18.729319,47,0
instrument,False,0,182,18.789279,48,0
instrument,False,0,183,18.849361,48,0
instrument,False,0,184,18.915641,48,0
instrument,False,0,185,18.969256,49,0
instrument,False,0,186,19.029166,49,0
instrument,False,0,187,19.089116,49,0
instrument,False,0,188,19.155783,50,0
instrument,False,0,189,19.209029,50,0
instrument,False,0,190,19.269077,50,0
instrument,False,0,191,19.331529,50,0
instrument,False,0,192,19.38984,51,0
instrument,False,0,193,19.449053,51,0
instrument,False,0,194,19.509126,51,0
instrument,False,0,195,19.569172,52,0
instrument,False,0,196,19.629074,52,0
instrument,False,0,197,19.68994,52,0
instrument,False,0,198,19.748998,53,0
instrument,False,0,199,19.808969,53,0
instrument,False,0,200,19.868977,53,0
instrument,False,0,201,19.928877,54,0
instrument,False,0,202,19.988937,54,0
instrument,False,0,203,20.108756,55,0
instrument,False,0,204,20.168791,55,0
instrument,False,0,205,20.228786,55,0
instrument,False,0,206,20.28864,55,0
instrument,False,0,207,20.440153,56,0
instrument,False,0,208,20.498908,57,0
instrument,False,0,209,20.558464,57,0
instrument,False,0,210,20.621631,57,0
instrument,False,0,211,20.678816,58,0
instrument,False,0,212,20.738368,58,0
instrument,False,0,213,20.798452,58,0
instrument,False,0,214,20.858339,59,0
instrument,False,0,215,20.918454,59,0
instrument,False,0,216,20.983401,59,0
instrument,False,0,217,21.038352,60,0
instrument,False,0,218,21.098797,60,0
instrument,False,0,219,21.16226,60,0
instrument,False,0,220,21.233211,61,0
instrument,False,0,221,21.293578,61,0
instrument,False,0,222,21.35342,61,0
instrument,False,0,223,21.413173,62,0
instrument,False,0,224,21.475702,62,0
instrument,False,0,225,21.533292,62,0
instrument,False,0,226,21.59322,63,0
instrument,False,0,227,21.65325,63,0
instrument,False,0,228,21.713507,63,0
instrument,False,0,229,21.773116,64,0
instrument,False,0,230,21.833178,64,0
instrument,False,0,231,21.893128,64,0
instrument,False,0,232,21.953871,65,0
instrument,False,0,233,22.012767,65,0
instrument,False,0,234,22.072855,65,0
instrument,False,0,235,22.132828,66,0
instrument,False,0,236,22.192696,66,0
instrument,False,0,237,22.255329,66,0
instrument,False,0,238,22.312695,67,0
instrument,False,0,239,22.387797,67,0
instrument,False,0,240,22.447833,67,0
instrument,False,0,241,22.507728,68,0
instrument,False,0,242,22.56826,68,0
instrument,False,0,243,22.627662,68,0
instrument,False,0,244,22.689567,69,0
instrument,False,0,245,22.747918,69,0
instrument,False,0,246,22.807835,69,0
instrument,False,0,247,22.867767,70,0
instrument,False,0,248,22.927715,70,0
instrument,False,0,249,22.987685,70,0
instrument,False,0,250,23.048188,71,0
instrument,False,0,251,23.107759,71,0
instrument,False,0,252,23.167849,71,0
instrument,False,0,253,23.227543,72,0
instrument,False,0,254,23.287461,72,0
instrument,False,0,255,23.34825,72,0
instrument,False,0,256,23.407737,73,0
instrument,False,0,257,23.467562,73,0
instrument,False,0,258,23.52739,73,0
instrument,False,0,259,23.587488,74,0
instrument,False,0,260,23.647364,74,0
instrument,False,0,261,23.707227,74,0
instrument,False,0,262,23.767771,75,0
instrument,False,0,263,23.827701,75,0
instrument,False,0,264,23.887718,75,0
instrument,False,0,265,23.947643,76,0
instrument,False,0,266,24.007647,76,0
instrument,False,0,267,24.067599,76,0
instrument,False,0,268,24.131781,77,0
instrument,False,0,269,24.187522,77,0
instrument,False,0,270,24.252905,77,0
instrument,False,0,271,24.307423,77,0
instrument,False,0,272,24.367431,78,0
instrument,False,0,273,24.43094,78,0
instrument,False,0,274,24.488027,78,0
instrument,False,0,275,24.550927,79,0
instrument,False,0,276,24.607878,79,0
instrument,False,0,277,24.667855,79,0
instrument,False,0,278,24.727928,80,0
instrument,False,0,279,24.788083,80,0
instrument,False,0,280,24.847725,80,1
instrument,False,0,281,25.121574,82,0
instrument,False,0,282,25.177584,82,0
instrument,False,0,283,25.237564,83,0
instrument,False,0,284,25.310454,83,0
instrument,False,0,285,25.372432,83,0
instrument,False,0,286,25.432407,84,0
instrument,False,0,287,25.49272,84,0
instrument,False,0,288,25.552365,84,0
instrument,False,0,289,25.612483,85,0
instrument,False,0,290,25.675254,85,0
instrument,False,0,291,25.732679,85,0
instrument,False,0,292,25.792584,86,0
instrument,False,0,293,25.852581,86,0
instrument,False,0,294,25.913767,86,0
instrument,False,0,295,25.972658,87,0
instrument,False,0,296,26.035497,87,0
instrument,False,0,297,26.092463,87,0
instrument,False,0,298,26.152428,87,0
instrument,False,0,299,26.212383,88,0
instrument,False,0,300,26.272356,88,0
instrument,False,0,301,26.335857,88,0
instrument,False,0,302,26.392302,89,0
instrument,False,0,303,26.452217,89,0
instrument,False,0,304,26.512364,89,0
instrument,False,0,305,26.572315,90,0
instrument,False,0,306,26.635215,90,0
instrument,False,0,307,26.692241,90,0
instrument,False,0,308,26.752333,91,0
instrument,False,0,309,26.812123,91,0
instrument,False,0,310,26.872543,91,0
instrument,False,0,311,26.93589,92,0
instrument,False,0,312,26.996182,92,0
instrument,False,0,313,27.052522,92,0
instrument,False,0,314,27.115521,93,0
instrument,False,0,315,27.172441,93,0
instrument,False,0,316,27.232538,93,0
instrument,False,0,317,27.292421,94,0
instrument,False,0,318,27.352516,94,0
instrument,False,0,319,27.412937,94,0
instrument,False,0,320,27.472994,95,0
instrument,False,0,321,27.532648,95,0
instrument,False,0,322,27.59299,95,0
instrument,False,0,323,27.652681,95,0
instrument,False,0,324,27.817503,96,0
instrument,False,0,325,27.877604,97,0
instrument,False,0,326,27.937574,97,0
instrument,False,0,327,27.997551,98,0
instrument,False,0,328,28.057614,98,0
instrument,False,0,329,28.132867,98,0
instrument,False,0,330,28.195895,99,0
instrument,False,0,331,28.253044,99,0
instrument,False,0,332,28.313122,99,0
instrument,False,0,333,28.37386,100,0
instrument,False,0,334,28.433073,100,0
instrument,False,0,335,28.493096,100,0
instrument,False,0,336,28.554264,101,0
instrument,False,0,337,28.616429,101,0
instrument,False,0,338,28.672904,101,0
instrument,False,0,339,28.73362,101,0
instrument,False,0,340,28.793784,102,0
instrument,False,0,341,28.852797,102,0
instrument,False,0,342,28.915039,102,0
instrument,False,0,343,28.972686,103,0
instrument,False,0,344,29.0327,103,0
instrument,False,0,345,29.092691,103,0
instrument,False,0,346,29.152666,104,0
instrument,False,0,347,29.213267,104,0
instrument,False,0,348,29.273422,104,0
instrument,False,0,349,29.335061,105,0
instrument,False,0,350,29.393086,105,0
instrument,False,0,351,29.452753,105,0
instrument,False,0,352,29.512847,106,0
instrument,False,0,353,29.572931,106,0
instrument,False,0,354,29.632613,106,0
instrument,False,0,355,29.692586,107,0
instrument,False,0,356,29.752717,107,0
instrument,False,0,357,29.812877,107,0
instrument,False,0,358,29.872487,108,0
instrument,False,0,359,29.932448,108,0
instrument,False,0,360,29.992376,108,0
instrument,False,0,361,30.052439,109,0
instrument,False,0,362,30.112735,109,0
instrument,False,0,363,30.172392,109,0
instrument,False,0,364,30.232404,110,0
instrument,False,0,365,30.292378,110,0
instrument,False,0,366,30.352357,110,0
instrument,False,0,367,30.412308,111,0
instrument,False,0,368,30.472233,111,0
instrument,False,0,369,30.532206,111,0
instrument,False,0,370,30.592288,112,0
instrument,False,0,371,30.652431,112,0
instrument,False,0,372,30.712218,112,0
instrument,False,0,373,30.772153,113,0
instrument,False,0,374,30.832164,113,0
instrument,False,0,375,30.892285,113,0
instrument,False,0,376,30.952108,114,0
instrument,False,0,377,31.013098,114,0
instrument,False,0,378,31.072198,114,0
instrument,False,0,379,31.136572,115,0
instrument,False,0,380,31.192889,115,0
instrument,False,0,381,31.25385,115,0
instrument,False,0,382,31.315687,115,0
instrument,False,0,383,31.371885,116,0
instrument,False,0,384,31.431847,116,0
instrument,False,0,385,31.493094,116,0
instrument,False,0,386,31.551829,117,0
instrument,False,0,387,31.612235,117,0
instrument,False,0,388,31.672311,117,0
instrument,False,0,389,31.732344,118,0
instrument,False,0,390,31.792173,118,0
instrument,False,0,391,31.852204,118,0
instrument,False,0,392,31.912104,119,0
instrument,False,0,393,31.972172,119,0
instrument,False,0,394,32.031973,119,0
instrument,False,0,395,32.091994,120,0
instrument,False,0,396,32.152415,120,0
instrument,False,0,397,32.212025,120,0
instrument,False,0,398,32.271958,121,0
instrument,False,0,399,32.331884,121,0
instrument,False,0,400,32.391911,121,0
instrument,False,0,401,32.451827,121,0
instrument,False,0,402,32.721638,123,0
instrument,False,0,403,32.781663,123,0
instrument,False,0,404,32.841657,124,0
instrument,False,0,405,32.901779,124,0
instrument,False,0,406,32.961531,124,0
instrument,False,0,407,33.021971,125,0
instrument,False,0,408,33.084733,125,0
instrument,False,0,409,33.142277,125,0
instrument,False,0,410,33.20146,126,0
instrument,False,0,411,33.265704,126,0
instrument,False,0,412,33.321881,126,0
instrument,False,0,413,33.381818,127,0
instrument,False,0,414,33.443082,127,0
instrument,False,0,415,33.501768,127,0
instrument,False,0,416,33.561707,128,0
instrument,False,0,417,33.621631,128,0
instrument,False,0,418,33.681617,128,0
instrument,False,0,419,33.741793,129,0
instrument,False,0,420,33.805482,129,0
instrument,False,0,421,33.861574,129,0
instrument,False,0,422,33.921851,130,0
instrument,False,0,423,33.981759,130,0
instrument,False,0,424,34.041428,130,0
instrument,False,0,425,34.101398,131,0
instrument,False,0,426,34.161328,131,0
instrument,False,0,427,34.221276,131,0
instrument,False,0,428,34.281327,132,0
instrument,False,0,429,34.341324,132,0
instrument,False,0,430,34.401285,132,0
instrument,False,0,431,34.461819,133,0
instrument,False,0,432,34.521714,133,0
instrument,False,0,433,34.581749,133,0
instrument,False,0,434,34.643785,134,0
instrument,False,0,435,34.701704,134,0
instrument,False,0,436,34.761891,134,0
instrument,False,0,437,34.821686,134,0
instrument,False,0,438,34.881777,135,0
instrument,False,0,439,34.94235,135,0
instrument,False,0,440,35.002108,135,0
instrument,False,0,441,35.061611,136,0
instrument,False,0,442,35.121683,136,0
instrument,False,0,443,35.18159,136,0
instrument,False,0,444,35.241408,137,0
instrument,False,0,445,35.302329,137,0
instrument,False,0,446,35.361418,137,0
instrument,False,0,447,35.571365,139,0
instrument,False,0,448,35.631132,139,0
instrument,False,0,449,35.691119,139,0
instrument,False,0,450,35.751149,140,0
instrument,False,0,451,35.815381,140,0
instrument,False,0,452,35.871068,140,0
instrument,False,0,453,35.932711,141,0
instrument,False,0,454,35.990983,141,0
instrument,False,0,455,36.053023,141,0
instrument,False,0,456,36.116043,142,0
instrument,False,0,457,36.170875,142,0
instrument,False,0,458,36.230821,142,0
instrument,False,0,459,36.29079,142,0
instrument,False,0,460,36.350733,143,0
instrument,False,0,461,36.410687,143,0
instrument,False,0,462,36.474066,143,0
instrument,False,0,463,36.530705,144,0
instrument,False,0,464,36.590654,144,0
instrument,False,0,465,36.650696,144,0
instrument,False,0,466,36.711645,145,0
instrument,False,0,467,36.771505,145,0
instrument,False,0,468,36.832004,145,0
instrument,False,0,469,36.891584,146,0
instrument,False,0,470,36.951746,146,0
instrument,False,0,471,37.011435,146,0
instrument,False,0,472,37.071428,147,0
instrument,False,0,473,37.135473,147,0
instrument,False,0,474,37.192839,147,0
instrument,False,0,475,37.251914,148,0
instrument,False,0,476,37.326788,148,0
instrument,False,0,477,37.386767,148,0
instrument,False,0,478,37.447133,149,0
instrument,False,0,479,37.507072,149,0
instrument,False,0,480,37.567041,149,0
instrument,False,0,481,37.627012,150,0
instrument,False,0,482,37.686936,150,0
instrument,False,0,483,37.746948,150,0
instrument,False,0,484,37.80694,151,0
instrument,False,0,485,37.866911,151,0
instrument,False,0,486,37.926868,151,0
instrument,False,0,487,37.986862,152,0
instrument,False,0,488,38.046791,152,0
instrument,False,0,489,38.12191,152,0
instrument,False,0,490,38.181786,153,0
instrument,False,0,491,38.241655,153,0
instrument,False,0,492,38.301663,153,0
instrument,False,0,493,38.361738,154,0
instrument,False,0,494,38.423617,154,0
instrument,False,0,495,38.481533,154,0
instrument,False,0,496,38.541645,155,0
instrument,False,0,497,38.606059,155,0
instrument,False,0,498,38.661592,155,0
instrument,False,0,499,38.722111,156,0
instrument,False,0,500,38.781844,156,0
instrument,False,0,501,38.841842,156,0
instrument,False,0,502,38.90183,157,0
instrument,False,0,503,38.962686,157,0
instrument,False,0,504,39.022057,157,0
instrument,False,0,505,39.081766,158,0
instrument,False,0,506,39.141606,158,0
instrument,False,0,507,39.201679,158,0
instrument,False,0,508,39.261631,159,0
instrument,False,0,509,39.321637,159,0
instrument,False,0,510,39.381526,159,0
instrument,False,0,511,39.441178,160,0
instrument,False,0,512,39.501273,160,0
instrument,False,0,513,39.562363,160,0
instrument,False,0,514,39.623894,161,0
instrument,False,0,515,39.681282,161,0
instrument,False,0,516,39.741146,161,0
instrument,False,0,517,39.804087,162,0
instrument,False,0,518,39.861118,162,0
instrument,False,0,519,39.921533,162,0
instrument,False,0,520,39.98105,162,0
instrument,False,0,521,40.040968,163,0
instrument,False,0,522,40.101068,163,0
instrument,False,0,523,40.16064,163,0
instrument,False,0,524,40.220621,164,0
instrument,False,0,525,40.28058,164,0
instrument,False,0,526,40.340529,164,0
instrument,False,0,527,40.403396,165,0
instrument,False,0,528,40.460497,165,1
instrument,False,0,529,40.775101,167,0
instrument,False,0,530,40.835049,167,0
instrument,False,0,531,40.895991,167,0
instrument,False,0,532,40.955317,168,0
instrument,False,0,533,41.015011,168,0
instrument,False,0,534,41.07499,168,0
instrument,False,0,535,41.137434,169,0
instrument,False,0,536,41.195182,169,0
instrument,False,0,537,41.254849,169,0
instrument,False,0,538,41.323047,170,0
instrument,False,0,539,41.374799,170,0
instrument,False,0,540,41.434739,170,0
instrument,False,0,541,41.494836,171,0
instrument,False,0,542,41.554743,171,0
instrument,False,0,543,41.614727,171,0
instrument,False,0,544,41.674705,172,0
instrument,False,0,545,41.74439,172,0
instrument,False,0,546,41.80962,172,0
instrument,False,0,547,41.881047,173,0
instrument,False,0,548,41.944548,173,0
instrument,False,0,549,42.004507,173,0
instrument,False,0,550,42.064808,174,0
instrument,False,0,551,42.124446,174,0
instrument,False,0,552,42.184972,174,0
instrument,False,0,553,42.244523,175,0
instrument,False,0,554,42.30458,175,0
instrument,False,0,555,42.364302,175,0
instrument,False,0,556,42.426291,176,0
instrument,False,0,557,42.484229,176,0
instrument,False,0,558,42.544202,176,0
instrument,False,0,559,42.60435,177,0
instrument,False,0,560,42.664157,177,0
instrument,False,0,561,42.724651,177,0
instrument,False,0,562,42.784125,178,0
instrument,False,0,563,42.844343,178,0
instrument,False,0,564,42.91939,178,0
instrument,False,0,565,42.979091,179,0
instrument,False,0,566,43.041098,179,0
instrument,False,0,567,43.101209,179,0
instrument,False,0,568,43.159209,180,0
instrument,False,0,569,43.218986,180,0
instrument,False,0,570,43.278793,180,0
instrument,False,0,571,43.339098,181,0
instrument,False,0,572,43.398826,181,0
instrument,False,0,573,43.458808,181,0
instrument,False,0,574,43.518959,182,0
instrument,False,0,575,43.578718,182,0
instrument,False,0,576,43.642561,182,0
instrument,False,0,577,43.698714,182,0
instrument,False,0,578,43.878495,184,0
instrument,False,0,579,43.938492,184,0
instrument,False,0,580,43.998802,184,0
instrument,False,0,581,44.058472,185,0
instrument,False,0,582,44.118341,185,0
instrument,False,0,583,44.178307,185,0
instrument,False,0,584,44.238881,186,0
instrument,False,0,585,44.298314,186,0
instrument,False,0,586,44.35825,186,0
instrument,False,0,587,44.429124,187,0
instrument,False,0,588,44.492268,187,0
instrument,False,0,589,44.559314,187,0
instrument,False,0,590,44.612514,188,0
instrument,False,0,591,44.672676,188,0
instrument,False,0,592,44.732234,188,0
instrument,False,0,593,44.795143,189,0
instrument,False,0,594,44.852079,189,0
instrument,False,0,595,44.912421,189,0
instrument,False,0,596,44.972304,190,0
instrument,False,0,597,45.03199,190,0
instrument,False,0,598,45.100885,190,0
instrument,False,0,599,45.151915,191,0
instrument,False,0,600,45.211866,191,0
instrument,False,0,601,45.27188,191,0
instrument,False,0,602,45.332098,192,0
instrument,False,0,603,45.391921,192,0
instrument,False,0,604,45.451645,192,0
instrument,False,0,605,45.511951,193,0
instrument,False,0,606,45.572051,193,0
instrument,False,0,607,45.631986,193,0
instrument,False,0,608,45.706986,194,0
instrument,False,0,609,45.770952,194,0
instrument,False,0,610,45.826894,194,0
instrument,False,0,611,45.891841,195,0
instrument,False,0,612,45.947637,195,0
instrument,False,0,613,46.007315,195,0
instrument,False,0,614,46.067424,196,0
instrument,False,0,615,46.127268,196,0
instrument,False,0,616,46.187251,196,0
instrument,False,0,617,46.247498,196,0
instrument,False,0,618,46.307255,197,0
instrument,False,0,619,46.367182,197,0
instrument,False,0,620,46.4271,197,0
instrument,False,0,621,46.487641,198,0
instrument,False,0,622,46.5478,198,0
instrument,False,0,623,46.607662,198,0
instrument,False,0,624,46.667568,199,0
instrument,False,0,625,46.727543,199,0
instrument,False,0,626,46.787485,199,0
instrument,False,0,627,46.847422,200,0
instrument,False,0,628,46.907377,200,0
instrument,False,0,629,46.967344,200,0
instrument,False,0,630,47.027221,201,0
instrument,False,0,631,47.088064,201,0
instrument,False,0,632,47.147154,201,0
instrument,False,0,633,47.20718,202,0
instrument,False,0,634,47.267405,202,0
instrument,False,0,635,47.327314,202,0
instrument,False,0,636,47.387555,203,0
instrument,False,0,637,47.446953,203,0
instrument,False,0,638,47.506995,203,0
instrument,False,0,639,47.566966,204,0
instrument,False,0,640,47.626932,204,0
instrument,False,0,641,47.686803,204,0
instrument,False,0,642,47.74689,205,0
instrument,False,0,643,47.806795,205,0
instrument,False,0,644,47.86683,205,0
instrument,False,0,645,47.926811,206,0
instrument,False,0,646,47.986739,206,0
instrument,False,0,647,48.046785,206,0
instrument,False,0,648,48.106667,207,0
instrument,False,0,649,48.16659,207,0
instrument,False,0,650,48.226714,207,0
instrument,False,0,651,48.28662,208,0
instrument,False,0,652,48.34656,208,0
instrument,False,0,653,48.406621,208,0
instrument,False,0,654,48.466485,209,0
instrument,False,0,655,48.526545,209,0
instrument,False,0,656,48.586423,209,0
instrument,False,0,657,48.64639,210,0
instrument,False,0,658,48.706344,210,0
instrument,False,0,659,48.766343,210,0
instrument,False,0,660,48.826288,210,0
instrument,False,0,661,48.886333,211,0
instrument,False,0,662,48.947657,211,0
instrument,False,0,663,49.006156,211,1
instrument,False,0,664,49.306109,213,0
instrument,False,0,665,49.366078,213,0
instrument,False,0,666,49.426622,214,0
instrument,False,0,667,49.486587,214,0
instrument,False,0,668,49.54661,214,0
instrument,False,0,669,49.608822,215,0
instrument,False,0,670,49.666735,215,0
instrument,False,0,671,49.726912,215,0
instrument,False,0,672,49.786536,216,0
instrument,False,0,673,49.84643,216,0
instrument,False,0,674,49.906579,216,0
instrument,False,0,675,49.966403,217,0
instrument,False,0,676,50.026435,217,0
instrument,False,0,677,50.086383,217,0
instrument,False,0,678,50.146642,218,0
instrument,False,0,679,50.206399,218,0
instrument,False,0,680,50.266323,218,0
instrument,False,0,681,50.342316,219,0
instrument,False,0,682,50.40215,219,0
instrument,False,0,683,50.461709,219,0
instrument,False,0,684,50.521836,220,0
instrument,False,0,685,50.581599,220,0
instrument,False,0,686,50.641542,220,0
instrument,False,0,687,50.705004,221,0
instrument,False,0,688,50.764833,221,0
instrument,False,0,689,50.821479,221,0
instrument,False,0,690,50.881443,222,0
instrument,False,0,691,50.956204,222,0
instrument,False,0,692,51.016103,222,0
instrument,False,0,693,51.076057,223,0
instrument,False,0,694,51.136071,223,0
instrument,False,0,695,51.196084,223,0
instrument,False,0,696,51.255997,224,0
instrument,False,0,697,51.316176,224,0
instrument,False,0,698,51.375915,224,0
instrument,False,0,699,51.435893,225,0
instrument,False,0,700,51.496161,225,0
instrument,False,0,701,51.555824,225,0
instrument,False,0,702,51.615899,226,0
instrument,False,0,703,51.675806,226,0
instrument,False,0,704,51.736006,226,0
instrument,False,0,705,51.795742,227,0
instrument,False,0,706,51.855987,227,0
instrument,False,0,707,51.915616,227,0
instrument,False,0,708,51.975637,228,0
instrument,False,0,709,52.035488,228,0
instrument,False,0,710,52.095476,228,0
instrument,False,0,711,52.15549,229,0
instrument,False,0,712,52.218419,229,0
instrument,False,0,713,52.275461,229,0
instrument,False,0,714,52.335407,229,0
instrument,False,0,715,52.545286,231,0
instrument,False,0,716,52.605181,231,0
instrument,False,0,717,52.665176,231,0
instrument,False,0,718,52.725154,232,0
instrument,False,0,719,52.792563,232,0
instrument,False,0,720,52.845104,232,0
instrument,False,0,721,52.90819,233,0
instrument,False,0,722,52.965011,233,0
instrument,False,0,723,53.040277,233,0
instrument,False,0,724,53.102919,234,0
instrument,False,0,725,53.159915,234,0
instrument,False,0,726,53.220021,234,0
instrument,False,0,727,53.279873,235,0
instrument,False,0,728,53.339797,235,0
instrument,False,0,729,53.399718,235,0
instrument,False,0,730,53.459788,236,0
instrument,False,0,731,53.520122,236,0
instrument,False,0,732,53.579552,236,0
