mode,reader,batch_size,sample_index,t_rel_s,frame_index,occupancy
instrument,False,0,75,10.75835,31,0
instrument,False,0,76,10.818319,32,0
instrument,False,0,77,10.878922,32,0
instrument,False,0,78,10.938835,33,0
instrument,False,0,79,10.998815,34,0
instrument,False,0,80,11.058815,34,0
instrument,False,0,81,11.118796,35,0
instrument,False,0,82,11.17877,35,0
instrument,False,0,83,11.238732,36,0
instrument,False,0,84,11.29957,36,0
instrument,False,0,85,11.358691,37,0
instrument,False,0,86,11.418873,38,0
instrument,False,0,87,11.478583,38,0
instrument,False,0,88,11.538509,39,0
instrument,False,0,89,11.598185,40,0
instrument,False,0,90,11.661063,40,0
instrument,False,0,91,11.808081,42,0
instrument,False,0,92,11.868012,42,0
instrument,False,0,93,11.928057,43,0
instrument,False,0,94,11.988094,43,0
instrument,False,0,95,12.047996,44,0
instrument,False,0,96,12.107933,45,0
instrument,False,0,97,12.167872,45,0
instrument,False,0,98,12.227862,46,0
instrument,False,0,99,12.287891,46,0
instrument,False,0,100,12.347821,47,0
instrument,False,0,101,12.408593,48,0
instrument,False,0,102,12.46841,48,0
instrument,False,0,103,12.527739,49,0
instrument,False,0,104,12.589021,49,0
instrument,False,0,105,12.647982,50,0
instrument,False,0,106,12.707592,51,0
instrument,False,0,107,12.768019,51,0
instrument,False,0,108,12.82751,52,0
instrument,False,0,109,12.887487,52,0
instrument,False,0,110,12.947466,53,0
instrument,False,0,111,13.007493,54,0
instrument,False,0,112,13.067431,54,0
instrument,False,0,113,13.127497,55,0
instrument,False,0,114,13.187329,55,0
instrument,False,0,115,13.247432,56,0
instrument,False,0,116,13.307387,57,0
instrument,False,0,117,13.367226,57,0
instrument,False,0,118,13.427243,58,0
instrument,False,0,119,13.487213,58,0
instrument,False,0,120,13.547124,59,0
instrument,False,0,121,13.607145,60,0
instrument,False,0,122,13.667723,60,0
instrument,False,0,123,13.727101,61,0
instrument,False,0,124,13.787019,61,0
instrument,False,0,125,13.847114,62,0
instrument,False,0,126,13.907029,63,0
instrument,False,0,127,14.056852,64,0
instrument,False,0,128,14.147685,65,0
instrument,False,0,129,14.206856,66,0
instrument,False,0,130,14.266763,66,0
instrument,False,0,131,14.326742,67,0
instrument,False,0,132,14.386762,67,0
instrument,False,0,133,14.446671,68,0
instrument,False,0,134,14.506684,69,0
instrument,False,0,135,14.566647,69,0
instrument,False,0,136,14.626545,70,0
instrument,False,0,137,14.686457,70,0
instrument,False,0,138,14.74652,71,0
instrument,False,0,139,14.806468,72,0
instrument,False,0,140,14.86641,72,0
instrument,False,0,141,14.92646,73,0
instrument,False,0,142,14.98645,73,0
instrument,False,0,143,15.046339,74,0
instrument,False,0,144,15.106718,75,0
instrument,False,0,145,15.174184,75,0
instrument,False,0,146,15.24122,76,0
instrument,False,0,147,15.301226,77,0
instrument,False,0,148,15.361181,77,0
instrument,False,0,149,15.421125,78,0
instrument,False,0,150,15.481105,78,0
instrument,False,0,151,15.556108,79,0
instrument,False,0,152,15.61601,80,0
instrument,False,0,153,15.675957,80,0
instrument,False,0,154,15.735994,81,0
instrument,False,0,155,15.796403,82,0
instrument,False,0,156,15.87093,82,0
instrument,False,0,157,15.930832,83,0
instrument,False,0,158,15.990882,83,0
instrument,False,0,159,16.051828,84,0
instrument,False,0,160,16.110724,85,0
instrument,False,0,161,16.170841,85,0
instrument,False,0,162,16.230656,86,0
instrument,False,0,163,16.290617,86,0
instrument,False,0,164,16.350757,87,0
instrument,False,0,165,16.410668,88,0
instrument,False,0,166,16.470533,88,0
instrument,False,0,167,16.530666,89,0
instrument,False,0,168,16.592289,90,0
instrument,False,0,169,16.650593,90,0
instrument,False,0,170,16.710782,91,0
instrument,False,0,171,16.770529,91,0
instrument,False,0,172,16.831,92,0
instrument,False,0,173,16.892341,93,0
instrument,False,0,174,16.950443,93,0
instrument,False,0,175,17.010438,94,0
instrument,False,0,176,17.070376,94,0
instrument,False,0,177,17.130317,95,0
instrument,False,0,178,17.1904,95,0
instrument,False,0,179,17.250308,96,0
instrument,False,0,180,17.310365,97,0
instrument,False,0,181,17.370186,97,0
instrument,False,0,182,17.430156,98,0
instrument,False,0,183,17.490121,98,0
instrument,False,0,184,17.55014,99,0
instrument,False,0,185,17.610025,100,0
instrument,False,0,186,17.670302,100,0
instrument,False,0,187,17.72999,101,0
instrument,False,0,188,17.789957,101,0
instrument,False,0,189,17.85007,102,0
instrument,False,0,190,17.909997,103,0
instrument,False,0,191,17.969843,103,0
instrument,False,0,192,18.029826,104,0
instrument,False,0,193,18.08992,104,0
instrument,False,0,194,18.14996,105,0
instrument,False,0,195,18.209692,105,1
instrument,False,0,196,18.41998,108,0
instrument,False,0,197,18.479628,108,0
instrument,False,0,198,18.539601,109,0
instrument,False,0,199,18.599516,110,0
instrument,False,0,200,18.65942,110,0
instrument,False,0,201,18.719452,111,0
instrument,False,0,202,18.779565,111,0
instrument,False,0,203,18.839554,112,0
instrument,False,0,204,18.899324,113,0
instrument,False,0,205,18.959305,113,0
instrument,False,0,206,19.019379,114,0
instrument,False,0,207,19.079298,114,0
instrument,False,0,208,19.13919,115,0
instrument,False,0,209,19.19919,116,0
instrument,False,0,210,19.259539,116,0
instrument,False,0,211,19.319419,117,0
instrument,False,0,212,19.379008,117,0
instrument,False,0,213,19.439015,118,0
instrument,False,0,214,19.499004,119,0
instrument,False,0,215,19.559037,119,0
instrument,False,0,216,19.618974,120,0
instrument,False,0,217,19.678899,120,0
instrument,False,0,218,19.738962,121,0
instrument,False,0,219,19.798875,122,0
instrument,False,0,220,19.85891,122,0
instrument,False,0,221,19.918781,123,0
instrument,False,0,222,19.978711,123,0
instrument,False,0,223,20.038715,124,0
instrument,False,0,224,20.098713,125,0
instrument,False,0,225,20.158687,125,0
instrument,False,0,226,20.218581,126,0
instrument,False,0,227,20.279082,126,0
instrument,False,0,228,20.338166,127,0
instrument,False,0,229,20.398197,128,0
instrument,False,0,230,20.458076,128,0
instrument,False,0,231,20.518517,129,0
instrument,False,0,232,20.577732,129,0
instrument,False,0,233,20.63773,130,0
instrument,False,0,234,20.697742,131,0
instrument,False,0,235,20.757612,131,0
instrument,False,0,236,20.862548,132,0
instrument,False,0,237,20.937723,133,0
instrument,False,0,238,20.998626,134,0
instrument,False,0,239,21.057509,134,0
instrument,False,0,240,21.117441,135,0
instrument,False,0,241,21.17741,135,0
instrument,False,0,242,21.237513,136,0
instrument,False,0,243,21.298814,137,0
instrument,False,0,244,21.357319,137,0
instrument,False,0,245,21.417269,138,0
instrument,False,0,246,21.477223,138,0
instrument,False,0,247,21.537284,139,0
instrument,False,0,248,21.59856,140,0
instrument,False,0,249,21.656851,140,0
instrument,False,0,250,21.716797,141,0
instrument,False,0,251,21.776947,141,0
instrument,False,0,252,21.837242,142,0
instrument,False,0,253,21.896731,143,0
instrument,False,0,254,21.956617,143,0
instrument,False,0,255,22.016592,144,0
instrument,False,0,256,22.076552,144,0
instrument,False,0,257,22.136589,145,0
instrument,False,0,258,22.196563,146,0
instrument,False,0,259,22.256539,146,0
instrument,False,0,260,22.316409,147,0
instrument,False,0,261,22.376378,147,0
instrument,False,0,262,22.43638,148,0
instrument,False,0,263,22.498264,149,0
instrument,False,0,264,22.556282,149,0
instrument,False,0,265,22.616299,150,0
instrument,False,0,266,22.676225,150,0
instrument,False,0,267,22.736138,151,0
instrument,False,0,268,22.796201,152,0
instrument,False,0,269,22.856105,152,0
instrument,False,0,270,22.916125,153,0
instrument,False,0,271,22.976056,153,0
instrument,False,0,272,23.03599,154,0
instrument,False,0,273,23.095927,154,0
instrument,False,0,274,23.156018,155,0
instrument,False,0,275,23.216403,156,0
instrument,False,0,276,23.276116,156,0
instrument,False,0,277,23.336044,157,0
instrument,False,0,278,23.397287,157,0
instrument,False,0,279,23.455974,158,0
instrument,False,0,280,23.515949,159,0
instrument,False,0,281,23.575919,159,0
instrument,False,0,282,23.635845,160,0
instrument,False,0,283,23.696577,160,0
instrument,False,0,284,23.75584,161,0
instrument,False,0,285,23.815876,162,0
instrument,False,0,286,23.875738,162,0
instrument,False,0,287,23.935752,163,0
instrument,False,0,288,23.996395,163,0
instrument,False,0,289,24.055701,164,0
instrument,False,0,290,24.115591,165,0
instrument,False,0,291,24.175645,165,0
instrument,False,0,292,24.235527,166,0
instrument,False,0,293,24.296772,166,0
instrument,False,0,294,24.355458,167,0
instrument,False,0,295,24.415441,168,0
instrument,False,0,296,24.475423,168,0
instrument,False,0,297,24.535364,169,0
instrument,False,0,298,24.595336,170,0
instrument,False,0,299,24.655278,170,0
instrument,False,0,300,24.715348,171,0
instrument,False,0,301,24.776209,171,0
instrument,False,0,302,24.835361,172,0
instrument,False,0,303,24.896387,172,0
instrument,False,0,304,24.955228,173,0
instrument,False,0,305,25.015144,174,0
instrument,False,0,306,25.075081,174,0
instrument,False,0,307,25.135074,175,0
instrument,False,0,308,25.195895,176,0
instrument,False,0,309,25.255005,176,0
instrument,False,0,310,25.314963,177,0
instrument,False,0,311,25.37492,177,1
instrument,False,0,312,25.585,179,0
instrument,False,0,313,25.64493,180,0
instrument,False,0,314,25.70469,181,0
instrument,False,0,315,25.765166,181,0
instrument,False,0,316,25.824681,182,0
instrument,False,0,317,25.884655,182,0
instrument,False,0,318,25.944673,183,0
instrument,False,0,319,26.00501,184,0
instrument,False,0,320,26.064727,184,0
instrument,False,0,321,26.1245,185,0
instrument,False,0,322,26.184719,185,0
instrument,False,0,323,26.244594,186,0
instrument,False,0,324,26.30461,187,0
instrument,False,0,325,26.379446,187,0
instrument,False,0,326,26.439322,188,0
instrument,False,0,327,26.499405,188,0
instrument,False,0,328,26.559253,189,0
instrument,False,0,329,26.618865,190,0
instrument,False,0,330,26.678907,190,0
instrument,False,0,331,26.73885,191,0
instrument,False,0,332,26.80184,192,0
instrument,False,0,333,26.858748,192,0
instrument,False,0,334,26.91876,193,0
instrument,False,0,335,26.978693,193,0
instrument,False,0,336,27.038808,194,0
instrument,False,0,337,27.100712,195,0
instrument,False,0,338,27.160071,195,0
instrument,False,0,339,27.218557,196,0
instrument,False,0,340,27.27913,196,0
instrument,False,0,341,27.338535,197,0
instrument,False,0,342,27.398442,197,0
instrument,False,0,343,27.4585,198,0
instrument,False,0,344,27.518533,199,0
instrument,False,0,345,27.578343,199,0
instrument,False,0,346,27.6383,200,0
instrument,False,0,347,27.698669,201,0
instrument,False,0,348,27.758235,201,0
instrument,False,0,349,27.818211,202,0
instrument,False,0,350,27.878169,202,0
instrument,False,0,351,27.938421,203,0
instrument,False,0,352,27.998086,204,0
instrument,False,0,353,28.073063,204,0
instrument,False,0,354,28.132969,204,0
instrument,False,0,355,28.237969,206,0
instrument,False,0,356,28.327962,207,0
instrument,False,0,357,28.387856,207,0
instrument,False,0,358,28.447865,208,0
instrument,False,0,359,28.507804,209,0
instrument,False,0,360,28.56779,209,0
instrument,False,0,361,28.628178,210,0
instrument,False,0,362,28.688714,210,0
instrument,False,0,363,28.747696,211,0
instrument,False,0,364,28.807721,212,0
instrument,False,0,365,28.867609,212,0
instrument,False,0,366,28.927531,213,0
instrument,False,0,367,28.987569,213,0
instrument,False,0,368,29.047542,214,0
instrument,False,0,369,29.108648,215,0
instrument,False,0,370,29.167476,215,0
instrument,False,0,371,29.227464,216,0
instrument,False,0,372,29.287379,216,0
instrument,False,0,373,29.347338,217,0
instrument,False,0,374,29.407309,218,0
instrument,False,0,375,29.467365,218,0
instrument,False,0,376,29.527256,219,0
instrument,False,0,377,29.58726,219,0
instrument,False,0,378,29.647158,220,0
instrument,False,0,379,29.707212,221,0
instrument,False,0,380,29.767092,221,0
instrument,False,0,381,29.827203,222,0
instrument,False,0,382,29.887071,222,0
instrument,False,0,383,29.946989,223,0
instrument,False,0,384,30.022241,224,0
instrument,False,0,385,30.08194,224,0
instrument,False,0,386,30.142032,225,0
instrument,False,0,387,30.201922,226,0
instrument,False,0,388,30.261943,226,0
instrument,False,0,389,30.321879,227,0
instrument,False,0,390,30.381846,227,0
instrument,False,0,391,30.441837,228,0
instrument,False,0,392,30.501696,229,0
instrument,False,0,393,30.561859,229,0
instrument,False,0,394,30.621659,230,0
instrument,False,0,395,30.681579,230,0
instrument,False,0,396,30.741542,231,0
instrument,False,0,397,30.801566,232,0
instrument,False,0,398,30.86148,232,0
instrument,False,0,399,30.921488,233,0
instrument,False,0,400,30.981505,233,0
instrument,False,0,401,31.041505,234,0
instrument,False,0,402,31.103413,235,0
instrument,False,0,403,31.162016,235,0
instrument,False,0,404,31.221407,236,0
instrument,False,0,405,31.281242,236,0
instrument,False,0,406,31.341318,237,0
instrument,False,0,407,31.402612,238,0
instrument,False,0,408,31.46113,238,0
instrument,False,0,409,31.521183,239,0
instrument,False,0,410,31.581291,239,0
instrument,False,0,411,31.641072,240,0
instrument,False,0,412,31.702232,241,0
instrument,False,0,413,31.760608,241,0
instrument,False,0,414,31.850948,242,0
instrument,False,0,415,31.910694,243,0
instrument,False,0,416,31.970515,243,0
instrument,False,0,417,32.03076,244,0
instrument,False,0,418,32.090467,244,0
instrument,False,0,419,32.150395,245,0
instrument,False,0,420,32.21043,246,0
instrument,False,0,421,32.270443,246,0
instrument,False,0,422,32.337304,247,0
instrument,False,0,423,32.390293,247,0
instrument,False,0,424,32.450221,248,0
instrument,False,0,425,32.510196,249,0
instrument,False,0,426,32.570232,249,0
instrument,False,0,427,32.63027,250,0
instrument,False,0,428,32.690117,250,0
instrument,False,0,429,32.75008,251,0
instrument,False,0,430,32.810056,252,0
instrument,False,0,431,32.870016,252,0
instrument,False,0,432,32.930155,253,0
instrument,False,0,433,32.98998,253,0
instrument,False,0,434,33.049917,253,1
instrument,False,0,435,33.274825,256,0
instrument,False,0,436,33.334846,257,0
instrument,False,0,437,33.394777,257,0
instrument,False,0,438,33.454744,258,0
instrument,False,0,439,33.514733,259,0
instrument,False,0,440,33.574703,259,0
instrument,False,0,441,33.634712,260,0
instrument,False,0,442,33.694683,260,0
instrument,False,0,443,33.754566,261,0
instrument,False,0,444,33.814566,262,0
instrument,False,0,445,33.874643,262,0
instrument,False,0,446,33.934544,263,0
instrument,False,0,447,33.994436,263,0
instrument,False,0,448,34.069502,264,0
instrument,False,0,449,34.129339,265,0
instrument,False,0,450,34.189321,265,0
instrument,False,0,451,34.249265,266,0
instrument,False,0,452,34.309247,267,0
instrument,False,0,453,34.384179,267,0
instrument,False,0,454,34.444154,268,0
instrument,False,0,455,34.504682,269,0
instrument,False,0,456,34.565015,269,0
instrument,False,0,457,34.624081,270,0
instrument,False,0,458,34.684104,270,0
instrument,False,0,459,34.744072,271,0
instrument,False,0,460,34.80529,272,0
instrument,False,0,461,34.864603,272,0
instrument,False,0,462,34.923915,273,0
instrument,False,0,463,34.983895,273,0
instrument,False,0,464,35.043937,274,0
instrument,False,0,465,35.105426,275,0
instrument,False,0,466,35.164408,275,0
instrument,False,0,467,35.223812,276,0
instrument,False,0,468,35.28376,276,0
instrument,False,0,469,35.343692,277,0
instrument,False,0,470,35.403843,277,0
instrument,False,0,471,35.463595,278,0
instrument,False,0,472,35.523661,279,0
instrument,False,0,473,35.583571,279,0
instrument,False,0,474,35.643547,280,0
instrument,False,0,475,35.705268,281,0
instrument,False,0,476,35.763456,281,0
instrument,False,0,477,35.823501,282,0
instrument,False,0,478,35.883733,282,0
instrument,False,0,479,35.943319,282,0
instrument,False,0,480,36.063341,284,0
instrument,False,0,481,36.138287,285,0
instrument,False,0,482,36.198451,285,0
instrument,False,0,483,36.258191,286,0
instrument,False,0,484,36.318189,287,0
instrument,False,0,485,36.37813,287,0
instrument,False,0,486,36.438094,288,0
instrument,False,0,487,36.499019,288,0
instrument,False,0,488,36.55849,289,0
instrument,False,0,489,36.618588,290,0
instrument,False,0,490,36.67872,290,0
instrument,False,0,491,36.738519,291,0
instrument,False,0,492,36.798487,291,0
instrument,False,0,493,36.858599,292,0
instrument,False,0,494,36.91895,293,0
instrument,False,0,495,36.978541,293,0
instrument,False,0,496,37.038345,294,0
instrument,False,0,497,37.099993,294,0
instrument,False,0,498,37.158288,295,0
instrument,False,0,499,37.218264,296,0
instrument,False,0,500,37.278207,296,0
instrument,False,0,501,37.338226,297,0
instrument,False,0,502,37.399389,297,0
instrument,False,0,503,37.458698,298,0
instrument,False,0,504,37.518653,299,0
instrument,False,0,505,37.578555,299,0
instrument,False,0,506,37.638698,300,0
instrument,False,0,507,37.698471,300,0
instrument,False,0,508,37.758411,301,0
instrument,False,0,509,37.818418,302,0
instrument,False,0,510,37.878465,302,0
instrument,False,0,511,37.938322,303,0
instrument,False,0,512,37.999945,303,0
instrument,False,0,513,38.058232,304,0
instrument,False,0,514,38.118383,305,0
instrument,False,0,515,38.178167,305,0
instrument,False,0,516,38.238344,306,0
instrument,False,0,517,38.30086,306,0
instrument,False,0,518,38.358268,307,0
instrument,False,0,519,38.418524,308,0
instrument,False,0,520,38.478083,308,0
instrument,False,0,521,38.538972,309,0
instrument,False,0,522,38.59795,309,0
instrument,False,0,523,38.658065,310,0
instrument,False,0,524,38.718005,311,0
instrument,False,0,525,38.777826,311,0
instrument,False,0,526,38.837796,312,0
instrument,False,0,527,38.897861,312,0
instrument,False,0,528,38.95776,313,0
instrument,False,0,529,39.017827,314,0
instrument,False,0,530,39.077854,314,0
instrument,False,0,531,39.137653,315,0
instrument,False,0,532,39.197719,315,0
instrument,False,0,533,39.25759,316,0
instrument,False,0,534,39.317642,317,0
instrument,False,0,535,39.377518,317,0
instrument,False,0,536,39.437495,318,0
instrument,False,0,537,39.497412,318,0
instrument,False,0,538,39.557407,319,0
instrument,False,0,539,39.617519,320,0
instrument,False,0,540,39.677332,320,0
instrument,False,0,541,39.737502,321,0
instrument,False,0,542,39.797273,321,0
instrument,False,0,543,39.857226,322,0
instrument,False,0,544,39.917415,323,0
instrument,False,0,545,39.97765,323,0
instrument,False,0,546,40.037207,324,0
instrument,False,0,547,40.097065,324,0
instrument,False,0,548,40.157137,325,0
instrument,False,0,549,40.217052,326,0
instrument,False,0,550,40.276953,326,0
instrument,False,0,551,40.336994,327,0
instrument,False,0,552,40.396925,327,0
instrument,False,0,553,40.457046,328,0
instrument,False,0,554,40.516813,329,0
instrument,False,0,555,40.576803,329,0
instrument,False,0,556,40.636862,330,0
instrument,False,0,557,40.696843,330,0
instrument,False,0,558,40.756694,331,0
instrument,False,0,559,40.816666,332,0
instrument,False,0,560,40.876621,332,0
instrument,False,0,561,40.936703,333,0
instrument,False,0,562,40.997118,333,0
instrument,False,0,563,41.056683,334,0
instrument,False,0,564,41.118519,335,1
instrument,False,0,565,41.386372,337,0
instrument,False,0,566,41.446548,338,0
instrument,False,0,567,41.506483,339,0
instrument,False,0,568,41.566477,339,0
instrument,False,0,569,41.626079,340,0
instrument,False,0,570,41.686027,340,0
instrument,False,0,571,41.746003,341,0
instrument,False,0,572,41.80597,342,0
instrument,False,0,573,41.881473,342,0
instrument,False,0,574,41.940935,343,0
instrument,False,0,575,42.000866,343,0
instrument,False,0,576,42.060891,344,0
instrument,False,0,577,42.120789,345,0
instrument,False,0,578,42.180744,345,0
instrument,False,0,579,42.240796,346,0
instrument,False,0,580,42.300684,346,0
instrument,False,0,581,42.360684,347,0
instrument,False,0,582,42.420708,348,0
instrument,False,0,583,42.480601,348,0
instrument,False,0,584,42.541194,349,0
instrument,False,0,585,42.601623,349,0
instrument,False,0,586,42.660461,350,0
instrument,False,0,587,42.720473,351,0
instrument,False,0,588,42.780442,351,0
instrument,False,0,589,42.840479,352,0
instrument,False,0,590,42.901454,352,0
instrument,False,0,591,42.960621,353,0
instrument,False,0,592,43.020565,354,0
instrument,False,0,593,43.080185,354,0
instrument,False,0,594,43.140236,355,0
instrument,False,0,595,43.201167,355,0
instrument,False,0,596,43.260394,356,0
instrument,False,0,597,43.320164,357,0
instrument,False,0,598,43.380151,357,0
instrument,False,0,599,43.440035,358,0
instrument,False,0,600,43.49998,358,0
instrument,False,0,601,43.560049,359,0
instrument,False,0,602,43.620342,360,0
instrument,False,0,603,43.679902,360,0
instrument,False,0,604,43.739854,361,0
instrument,False,0,605,43.80086,361,0
instrument,False,0,606,43.859817,362,0
instrument,False,0,607,43.919779,363,0
instrument,False,0,608,43.979806,363,0
instrument,False,0,609,44.03969,364,0
instrument,False,0,610,44.099731,364,0
instrument,False,0,611,44.159727,365,0
instrument,False,0,612,44.219637,365,0
instrument,False,0,613,44.354497,367,0
instrument,False,0,614,44.456289,368,0
instrument,False,0,615,44.519417,369,0
instrument,False,0,616,44.579376,369,0
instrument,False,0,617,44.639347,370,0
instrument,False,0,618,44.699347,370,0
instrument,False,0,619,44.759287,371,0
instrument,False,0,620,44.819274,372,0
instrument,False,0,621,44.879201,372,0
instrument,False,0,622,44.93922,373,0
instrument,False,0,623,44.999097,373,0
instrument,False,0,624,45.060589,374,0
instrument,False,0,625,45.119153,375,0
instrument,False,0,626,45.179018,375,0
instrument,False,0,627,45.239029,376,0
instrument,False,0,628,45.298969,376,0
instrument,False,0,629,45.358945,377,0
instrument,False,0,630,45.418909,378,0
instrument,False,0,631,45.478865,378,0
instrument,False,0,632,45.538835,379,0
instrument,False,0,633,45.598852,379,0
instrument,False,0,634,45.658795,380,0
instrument,False,0,635,45.718781,381,0
instrument,False,0,636,45.778796,381,0
instrument,False,0,637,45.83865,382,0
instrument,False,0,638,45.898625,382,0
instrument,False,0,639,45.958635,383,0
instrument,False,0,640,46.018608,384,0
instrument,False,0,641,46.078534,384,0
instrument,False,0,642,46.138594,385,0
instrument,False,0,643,46.198457,385,0
instrument,False,0,644,46.25849,386,0
instrument,False,0,645,46.318377,387,0
instrument,False,0,646,46.378531,387,0
instrument,False,0,647,46.43832,388,0
instrument,False,0,648,46.498275,388,0
instrument,False,0,649,46.558265,389,0
instrument,False,0,650,46.617926,390,0
instrument,False,0,651,46.677896,390,0
instrument,False,0,652,46.737913,391,0
instrument,False,0,653,46.797827,391,0
instrument,False,0,654,46.857807,392,0
instrument,False,0,655,46.917797,393,0
instrument,False,0,656,46.977711,393,0
instrument,False,0,657,47.037725,394,0
instrument,False,0,658,47.097712,394,0
instrument,False,0,659,47.15766,395,0
instrument,False,0,660,47.217593,396,0
instrument,False,0,661,47.277595,396,0
instrument,False,0,662,47.337925,397,0
instrument,False,0,663,47.39747,397,0
instrument,False,0,664,47.457446,398,0
instrument,False,0,665,47.517415,399,0
instrument,False,0,666,47.577404,399,0
instrument,False,0,667,47.637343,400,0
instrument,False,0,668,47.697348,400,0
instrument,False,0,669,47.757314,401,0
instrument,False,0,670,47.817317,402,0
instrument,False,0,671,47.877195,402,0
instrument,False,0,672,47.937168,403,0
instrument,False,0,673,47.997154,403,0
instrument,False,0,674,48.0571,404,0
instrument,False,0,675,48.117072,405,0
instrument,False,0,676,48.177043,405,0
instrument,False,0,677,48.23709,406,0
instrument,False,0,678,48.296951,406,0
instrument,False,0,679,48.358528,407,0
instrument,False,0,680,48.416948,408,0
instrument,False,0,681,48.476872,408,0
instrument,False,0,682,48.53709,409,0
instrument,False,0,683,48.596785,409,0
instrument,False,0,684,48.656873,410,0
instrument,False,0,685,48.716726,411,0
instrument,False,0,686,48.776691,411,0
instrument,False,0,687,48.836745,412,0
instrument,False,0,688,48.896605,412,0
instrument,False,0,689,48.956563,413,0
instrument,False,0,690,49.01657,414,0
instrument,False,0,691,49.076519,414,0
instrument,False,0,692,49.136486,415,0
instrument,False,0,693,49.196438,415,0
instrument,False,0,694,49.25644,416,0
instrument,False,0,695,49.316442,417,0
instrument,False,0,696,49.376208,417,0
instrument,False,0,697,49.436133,418,0
instrument,False,0,698,49.496042,418,0
instrument,False,0,699,49.55597,419,0
instrument,False,0,700,49.616013,419,2
instrument,False,0,701,49.870775,422,0
instrument,False,0,702,49.930759,423,0
instrument,False,0,703,49.990754,423,0
instrument,False,0,704,50.050811,424,0
instrument,False,0,705,50.112092,425,0
instrument,False,0,706,50.171519,425,0
instrument,False,0,707,50.230576,426,0
instrument,False,0,708,50.290638,426,0
instrument,False,0,709,50.350563,427,0
instrument,False,0,710,50.411359,428,0
instrument,False,0,711,50.470403,428,0
instrument,False,0,712,50.530131,429,0
instrument,False,0,713,50.590041,429,0
instrument,False,0,714,50.650032,430,0
instrument,False,0,715,50.710047,431,0
instrument,False,0,716,50.769983,431,0
instrument,False,0,717,50.830102,432,0
instrument,False,0,718,50.889942,432,0
instrument,False,0,719,50.949897,433,0
instrument,False,0,720,51.009984,434,0
instrument,False,0,721,51.069955,434,0
instrument,False,0,722,51.129797,435,0
instrument,False,0,723,51.189732,435,0
instrument,False,0,724,51.249718,436,0
instrument,False,0,725,51.309697,437,0
instrument,False,0,726,51.369673,437,0
instrument,False,0,727,51.429707,438,0
instrument,False,0,728,51.492511,438,0
instrument,False,0,729,51.564599,439,0
instrument,False,0,730,51.624298,440,0
instrument,False,0,731,51.684142,440,0
instrument,False,0,732,51.744206,441,0
